starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	4	4	7	2
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	4
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	7	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	8	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	8	5
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	5
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	5
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	5
Thu Apr 27 23:37:08 2017	1493336228	0	7	8	4
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	5
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	5
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	5
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	4
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	5
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	5
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	5
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	4
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	5
Thu Apr 27 23:37:08 2017	1493336228	3	5	8	4
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	5
Thu Apr 27 23:37:08 2017	1493336228	1	6	8	3
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	5
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	5
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	4
Thu Apr 27 23:37:08 2017	1493336228	0	8	8	5
Thu Apr 27 23:37:08 2017	1493336228	3	5	8	2
Thu Apr 27 23:37:08 2017	1493336228	2	6	8	2
Thu Apr 27 23:37:08 2017	1493336228	3	6	9	2
Thu Apr 27 23:37:08 2017	1493336228	1	8	9	4
Thu Apr 27 23:37:08 2017	1493336228	3	6	9	4
Thu Apr 27 23:37:08 2017	1493336228	1	8	10	4
Thu Apr 27 23:37:08 2017	1493336228	4	6	10	2
Thu Apr 27 23:37:08 2017	1493336228	4	6	11	1
Thu Apr 27 23:37:08 2017	1493336228	4	7	11	1
Thu Apr 27 23:37:08 2017	1493336228	6	6	12	1
